name,pic_url,birth_year,season,team,AVG,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,SLG,OBP
심정수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94204.jpg,1975,2008,삼성,0.235,22,68,8,16,0,0,3,7,0,1,20,11,0.368,0.409
홍우태,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94227.jpg,1971,2001,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
류택현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94228.jpg,1971,2002,LG,-,3,0,0,0,0,0,0,0,0,0,0,0,-,-
류택현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94228.jpg,1971,2003,LG,-,4,0,0,0,0,0,0,0,0,0,0,0,-,-
류택현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94228.jpg,1971,2004,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
류택현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94228.jpg,1971,2005,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
류택현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94228.jpg,1971,2007,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
류택현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94228.jpg,1971,2009,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
류택현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94228.jpg,1971,2010,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
류택현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94228.jpg,1971,2012,LG,-,2,0,0,0,0,0,0,0,0,0,0,0,-,-
윤기수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94232.jpg,1971,1994,OB,0.186,49,59,5,11,0,0,0,1,2,2,4,13,0.186,0.262
윤기수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94232.jpg,1971,1995,OB,0.2,51,45,4,9,1,1,0,2,0,2,1,5,0.267,0.213
윤기수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94232.jpg,1971,1996,OB,0.235,56,85,5,20,3,0,0,3,1,1,4,8,0.271,0.27
김광현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94233.jpg,1971,1994,OB,0.328,28,64,8,21,6,1,0,8,1,0,8,12,0.453,0.403
김광현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94233.jpg,1971,1995,OB,0.176,11,17,1,3,1,2,0,2,0,0,1,5,0.471,0.222
김광현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94233.jpg,1971,1996,OB,0.125,3,8,0,1,0,0,0,0,0,0,1,1,0.125,0.222
김광현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94233.jpg,1971,1997,OB,0.188,17,16,0,3,1,0,0,0,0,0,0,10,0.25,0.235
김광현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94233.jpg,1971,1998,삼성,0.111,14,18,1,2,1,0,0,0,0,0,1,7,0.167,0.158
김광현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94233.jpg,1971,1999,삼성,0,4,4,0,0,0,0,0,0,0,0,1,1,0,0.2
함석원,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94250.jpg,1975,1994,OB,0.15,14,20,1,3,1,0,0,1,0,1,0,4,0.2,0.15
함석원,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94250.jpg,1975,1995,OB,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
함석원,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94250.jpg,1975,1996,OB,0.111,10,9,0,1,1,0,0,0,0,0,0,3,0.222,0.2
함석원,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94250.jpg,1975,1997,OB,0.226,26,31,4,7,1,0,0,4,2,1,2,13,0.258,0.273
함석원,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94250.jpg,1975,1998,OB,0,11,4,1,0,0,0,0,0,0,0,0,3,0,0
조연제,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94252.jpg,1975,1994,OB,0.222,10,9,0,2,0,0,0,1,0,0,3,3,0.222,0.417
김명호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94255.jpg,1975,1994,OB,0.133,8,15,0,2,0,0,0,1,0,0,0,4,0.133,0.133
박종무,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94258.jpg,1975,1994,OB,0.176,8,17,2,3,0,0,0,0,3,0,3,5,0.176,0.3
길랑균,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94260.jpg,1968,1994,OB,0.167,8,6,1,1,0,0,0,0,0,0,0,3,0.167,0.167
이숭용,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94310.jpg,1971,1994,태평양,0.229,84,210,27,48,19,1,3,16,3,5,28,36,0.371,0.328
이숭용,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94310.jpg,1971,1995,태평양,0.255,83,267,37,68,16,4,11,45,5,3,25,44,0.468,0.321
이숭용,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94310.jpg,1971,1996,현대,0.28,124,371,45,104,18,4,12,47,5,6,60,51,0.447,0.389
이숭용,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94310.jpg,1971,1997,현대,0.311,121,341,41,106,28,3,9,61,3,4,62,39,0.49,0.419
이숭용,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94310.jpg,1971,1998,현대,0.278,107,363,39,101,26,1,10,45,6,9,31,72,0.438,0.351
이숭용,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94310.jpg,1971,1999,현대,0.264,109,307,43,81,12,2,14,39,2,2,46,52,0.453,0.38
이숭용,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94310.jpg,1971,2000,현대,0.285,104,281,49,80,14,0,15,50,2,3,35,49,0.495,0.377
이숭용,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94310.jpg,1971,2001,현대,0.3,124,430,53,129,29,1,10,64,4,0,47,47,0.442,0.378
이숭용,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94310.jpg,1971,2002,현대,0.284,125,422,63,120,18,2,19,76,7,2,40,54,0.472,0.361
이숭용,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94310.jpg,1971,2003,현대,0.294,133,511,70,150,25,0,18,76,4,2,47,69,0.448,0.355
이숭용,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94310.jpg,1971,2004,현대,0.293,133,468,60,137,29,0,9,85,0,3,58,87,0.412,0.382
이숭용,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94310.jpg,1971,2005,현대,0.252,105,330,45,83,13,0,14,55,1,1,46,50,0.418,0.357
이숭용,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94310.jpg,1971,2006,현대,0.286,119,370,44,106,12,0,7,43,3,6,59,45,0.376,0.389
이숭용,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94310.jpg,1971,2007,현대,0.301,95,299,39,90,19,1,2,34,2,1,42,33,0.391,0.39
이숭용,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94310.jpg,1971,2008,우리,0.27,109,333,37,90,10,0,3,27,1,2,39,38,0.327,0.349
이숭용,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94310.jpg,1971,2009,우리,0.296,114,362,47,107,20,3,4,52,8,3,48,44,0.401,0.376
이숭용,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94310.jpg,1971,2010,넥센,0.274,124,328,37,90,15,0,2,30,5,2,36,37,0.338,0.35
이숭용,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94310.jpg,1971,2011,넥센,0.253,88,146,7,37,7,0,0,12,1,0,18,18,0.301,0.337
김성태,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94312.jpg,1971,1994,태평양,0,5,4,1,0,0,0,0,0,0,0,0,1,0,0
김성태,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94312.jpg,1971,1995,태평양,0.226,58,146,12,33,6,1,0,18,4,3,10,25,0.281,0.278
김성태,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94312.jpg,1971,1997,현대,0,8,3,0,0,0,0,0,0,0,0,1,1,0,0.25
최인선,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94315.jpg,1971,1997,현대,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0
하득인,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94323.jpg,1966,1994,태평양,0.266,45,79,7,21,3,1,0,9,1,0,5,17,0.329,0.322
하득인,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94323.jpg,1966,1995,태평양,0.23,94,265,24,61,16,0,6,40,3,1,24,30,0.358,0.305
하득인,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94323.jpg,1966,1996,현대,0.23,96,204,16,47,7,0,0,17,3,3,11,24,0.265,0.29
하득인,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94323.jpg,1966,1997,현대,0.244,91,131,12,32,9,1,5,29,1,1,20,17,0.443,0.388
최상덕,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94330.jpg,1971,2008,SK,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
임성주,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94353.jpg,1965,1994,태평양,0.237,23,38,2,9,2,1,0,4,0,0,2,10,0.342,0.268
임성주,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94353.jpg,1965,1995,태평양,0,2,4,0,0,0,0,0,0,0,0,2,0,0,0.333
임성주,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94353.jpg,1965,1996,현대,0.333,3,3,0,1,0,0,0,2,0,0,0,0,0.333,0.333
전준호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94364.jpg,1975,2002,현대,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
전준호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94364.jpg,1975,2008,우리,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
전준호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94364.jpg,1975,2011,SK,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
최찬욱,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94403.jpg,1972,1994,삼성,0,12,16,2,0,0,0,0,0,0,0,0,8,0,0
최찬욱,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94403.jpg,1972,1995,삼성,0,10,9,0,0,0,0,0,0,0,0,0,6,0,0.1
김실,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94408.jpg,1967,1994,삼성,0.273,115,337,51,92,11,5,3,33,4,8,45,43,0.362,0.361
김실,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94408.jpg,1967,1995,삼성,0.201,89,154,18,31,8,2,1,15,6,3,22,21,0.299,0.301
김실,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94408.jpg,1967,1996,쌍방울,0.291,124,419,53,122,19,6,0,38,6,8,46,49,0.365,0.363
김실,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94408.jpg,1967,1997,쌍방울,0.267,118,359,52,96,17,5,0,38,4,5,33,29,0.343,0.327
김실,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94408.jpg,1967,1998,OB,0.255,127,455,67,116,17,3,4,45,11,6,47,53,0.332,0.329
김실,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94408.jpg,1967,1999,두산,0.244,103,201,29,49,3,2,1,23,5,1,20,22,0.294,0.314
김실,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94408.jpg,1967,2000,두산,0.385,10,13,3,5,0,0,0,0,0,0,1,2,0.385,0.429
김태균,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94415.jpg,1971,1994,삼성,0.245,66,139,10,34,8,0,2,17,1,0,11,29,0.345,0.31
김태균,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94415.jpg,1971,1995,삼성,0.164,69,116,10,19,3,0,0,8,2,2,6,25,0.19,0.224
김태균,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94415.jpg,1971,1996,삼성,0.226,106,217,24,49,5,0,6,21,4,1,30,56,0.332,0.321
김태균,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94415.jpg,1971,1997,삼성,0.258,115,349,64,90,23,1,16,62,5,9,45,62,0.467,0.35
김태균,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94415.jpg,1971,1998,삼성,0.201,109,303,29,61,6,1,8,33,3,2,36,73,0.307,0.292
김태균,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94415.jpg,1971,1999,삼성,0.244,125,394,43,96,14,1,12,53,4,0,57,107,0.376,0.345
김태균,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94415.jpg,1971,2000,삼성,0.24,127,396,43,95,20,1,4,36,5,2,31,87,0.326,0.3
김태균,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94415.jpg,1971,2001,삼성,0.203,61,118,14,24,5,0,0,8,0,1,11,30,0.246,0.282
김태균,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94415.jpg,1971,2002,롯데,0.193,67,145,11,28,7,0,3,16,1,2,14,46,0.303,0.273
김태균,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94415.jpg,1971,2003,롯데,0.216,101,231,15,50,11,0,3,32,3,0,16,59,0.303,0.273
김태균,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94415.jpg,1971,2004,롯데,0.244,40,78,9,19,2,0,3,10,0,0,2,23,0.385,0.268
김태균,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94415.jpg,1971,2005,SK,0.237,110,232,24,55,11,1,5,22,1,0,18,57,0.358,0.299
김태균,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94415.jpg,1971,2006,SK,0.224,116,219,21,49,7,1,1,14,1,2,20,54,0.279,0.295
김태균,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94415.jpg,1971,2007,SK,0.174,23,23,0,4,0,0,0,3,0,0,2,7,0.174,0.24
최익성,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94426.jpg,1972,1994,삼성,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
최익성,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94426.jpg,1972,1995,삼성,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0
최익성,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94426.jpg,1972,1996,삼성,0.252,57,131,18,33,7,0,4,16,3,5,12,21,0.397,0.344
최익성,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94426.jpg,1972,1997,삼성,0.296,122,480,107,142,25,2,22,65,33,5,61,81,0.494,0.394
최익성,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94426.jpg,1972,1998,삼성,0.262,110,374,74,98,15,0,13,42,20,5,43,62,0.406,0.372
최익성,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94426.jpg,1972,1999,한화,0.288,68,163,31,47,10,0,9,26,11,4,11,34,0.515,0.357
최익성,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94426.jpg,1972,2000,LG,0.257,64,183,21,47,13,1,2,30,7,2,22,34,0.372,0.36
최익성,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94426.jpg,1972,2001,KIA,0.252,60,143,24,36,8,1,4,9,6,1,18,25,0.406,0.365
최익성,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94426.jpg,1972,2002,현대,0.28,45,75,10,21,1,0,1,8,2,1,11,15,0.333,0.391
최익성,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94426.jpg,1972,2003,현대,0.191,33,47,9,9,2,1,1,5,0,0,8,9,0.34,0.316
최익성,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94426.jpg,1972,2004,삼성,0.125,18,16,2,2,1,0,0,3,0,0,2,6,0.188,0.263
최익성,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94426.jpg,1972,2005,SK,0.214,40,70,13,15,1,1,4,12,3,0,12,16,0.429,0.333
임채영,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94438.jpg,1971,1994,삼성,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0
임채영,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94438.jpg,1971,1995,삼성,0.169,73,124,5,21,9,1,1,10,0,2,3,16,0.282,0.188
임채영,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94438.jpg,1971,1996,삼성,0,5,4,0,0,0,0,0,0,0,0,0,2,0,0.2
박종호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94444.jpg,1975,1994,삼성,0.182,8,11,2,2,0,0,0,2,1,0,0,0,0.182,0.182
김한수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/94450.jpg,1971,1994,삼성,0.272,103,279,41,76,13,2,10,31,6,3,15,52,0.441,0.313
김한수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/94450.jpg,1971,1995,삼성,0.304,34,92,17,28,4,0,2,13,3,0,2,12,0.413,0.33
김한수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/94450.jpg,1971,1996,삼성,0.185,30,54,7,10,0,0,0,1,1,0,3,21,0.185,0.241
김한수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/94450.jpg,1971,1997,삼성,0.292,124,466,57,136,27,1,9,68,9,9,36,79,0.412,0.35
김한수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/94450.jpg,1971,1998,삼성,0.3,126,463,65,139,24,1,15,80,5,3,19,70,0.454,0.332
김한수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/94450.jpg,1971,1999,삼성,0.34,128,497,87,169,36,1,18,88,7,6,33,73,0.525,0.391
김한수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/94450.jpg,1971,2000,삼성,0.263,126,464,54,122,26,1,7,57,8,5,30,73,0.369,0.322
김한수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/94450.jpg,1971,2001,삼성,0.311,117,427,59,133,29,2,13,61,3,2,28,57,0.48,0.366
김한수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/94450.jpg,1971,2002,삼성,0.311,127,486,69,151,23,1,17,76,4,2,35,61,0.467,0.371
김한수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/94450.jpg,1971,2003,삼성,0.295,131,478,67,141,23,1,17,70,5,2,29,57,0.454,0.354
김한수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/94450.jpg,1971,2004,삼성,0.271,133,498,60,135,30,1,16,84,1,2,30,79,0.432,0.335
김한수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/94450.jpg,1971,2005,삼성,0.293,114,406,55,119,18,0,15,73,1,0,35,68,0.448,0.372
김한수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/94450.jpg,1971,2006,삼성,0.254,103,343,41,87,15,0,7,54,6,3,32,54,0.359,0.34
김한수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/94450.jpg,1971,2007,삼성,0.235,101,289,25,68,11,1,3,26,0,2,14,44,0.311,0.283
이철성,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94495.jpg,1957,1982,삼미,0.26,42,146,17,38,7,1,0,10,3,5,15,9,0.322,0.333
이철성,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94495.jpg,1957,1983,삼미,0.3,7,10,0,3,0,0,0,0,0,0,1,0,0.3,0.364
이철성,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94495.jpg,1957,1986,청보,0.214,59,98,5,21,5,0,0,9,0,1,4,7,0.265,0.243
임수혁,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94511.jpg,1969,1994,롯데,0.25,29,40,4,10,1,0,0,7,0,0,8,7,0.275,0.375
임수혁,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94511.jpg,1969,1995,롯데,0.247,104,271,34,67,9,2,15,68,2,0,24,59,0.461,0.31
임수혁,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94511.jpg,1969,1996,롯데,0.311,113,373,43,116,18,2,11,76,4,5,46,46,0.458,0.385
임수혁,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94511.jpg,1969,1997,롯데,0.248,49,145,15,36,5,0,6,25,1,1,28,32,0.407,0.368
임수혁,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94511.jpg,1969,1998,롯데,0.247,110,336,35,83,13,3,9,55,0,1,39,50,0.384,0.327
임수혁,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94511.jpg,1969,1999,롯데,0.25,73,112,14,28,6,1,3,19,0,0,11,34,0.402,0.31
임수혁,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94511.jpg,1969,2000,롯데,0.263,10,19,3,5,1,0,3,7,0,1,1,6,0.789,0.3
홍순기,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94518.jpg,1967,1994,롯데,0.111,19,36,1,4,1,0,0,3,0,2,6,11,0.139,0.273
강상수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94526.jpg,1971,2001,롯데,-,2,0,0,0,0,0,0,0,0,0,0,0,-,-
강상수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94526.jpg,1971,2003,롯데,-,2,0,0,0,0,0,0,0,0,0,0,0,-,-
강상수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94526.jpg,1971,2004,롯데,-,4,0,0,0,0,0,0,0,0,0,0,0,-,-
강상수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94526.jpg,1971,2005,롯데,-,2,0,0,0,0,0,0,0,0,0,0,0,-,-
강상수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94526.jpg,1971,2006,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
주형광,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94528.jpg,1976,2006,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
강진규,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94532.jpg,1968,1991,LG,0.105,20,38,2,4,0,0,0,1,0,0,1,6,0.105,0.128
강진규,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94532.jpg,1968,1992,LG,0.154,16,13,4,2,0,0,0,0,0,0,1,4,0.154,0.214
김종훈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/94539.jpg,1972,1994,롯데,0.2,34,85,9,17,5,1,1,9,5,1,7,17,0.318,0.26
김종훈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/94539.jpg,1972,1995,롯데,0.238,71,160,26,38,6,2,4,23,13,4,10,33,0.375,0.281
김종훈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/94539.jpg,1972,1996,롯데,0.29,89,238,42,69,8,5,4,25,15,4,20,50,0.416,0.355
김종훈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/94539.jpg,1972,1997,삼성,0.215,88,209,27,45,7,4,1,15,14,2,17,50,0.301,0.297
김종훈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/94539.jpg,1972,1998,삼성,0.277,101,274,49,76,11,3,4,26,10,1,23,48,0.383,0.341
김종훈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/94539.jpg,1972,1999,삼성,0.23,106,252,36,58,12,1,2,17,5,1,18,45,0.31,0.288
김종훈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/94539.jpg,1972,2000,삼성,0.245,127,444,73,109,24,2,11,40,7,2,46,86,0.383,0.323
김종훈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/94539.jpg,1972,2001,삼성,0.29,93,245,43,71,7,1,5,21,2,3,26,46,0.388,0.365
김종훈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/94539.jpg,1972,2002,삼성,0.28,105,193,29,54,10,1,3,22,3,1,26,43,0.389,0.372
김종훈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/94539.jpg,1972,2003,삼성,0.226,88,84,12,19,4,1,1,13,0,0,3,14,0.333,0.261
김종훈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/94539.jpg,1972,2004,삼성,0.264,127,341,40,90,14,2,5,36,5,2,36,69,0.361,0.34
김종훈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/94539.jpg,1972,2005,삼성,0.288,70,146,19,42,4,1,2,18,3,1,11,30,0.37,0.348
