NO,시군구,번지,도로조건,계약면적(㎡),전월세구분,계약년월,계약일,보증금(만원),월세금(만원),건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형
17201,경기도 용인시 기흥구 영덕동,1***,12m미만,24,월세,202506,13,"5,000",70,2022,흥덕4로15번길,202507~202707,신규,-,,,단독다가구
17202,경기도 용인시 기흥구 영덕동,7**,8m미만,50,전세,202506,13,"7,800",0,1997,중부대로,202506~202706,신규,-,,,단독다가구
17203,충청북도 청주시 흥덕구 비하동,3**,8m미만,20,월세,202506,13,200,35,2015,2순환로,202506~202606,신규,-,,,단독다가구
17204,경기도 부천시 원미구 상동,5**,12m미만,102.85,전세,202506,13,"34,000",0,2013,호수로,202508~202808,신규,-,,,단독다가구
17205,경기도 용인시 기흥구 영덕동,9**,12m미만,24,월세,202506,13,500,30,2007,중부대로55번길,-,-,-,,,단독다가구
17206,제주특별자치도 제주시 애월읍 봉성리,3***,8m미만,93.85,월세,202506,13,"1,000",125,2020,구몰동길,202507~202607,신규,-,,,단독다가구
17207,경상남도 창원시 의창구 중동,7**,12m미만,59,월세,202506,13,"1,000",60,2011,원이대로20번길,202506~202706,신규,-,,,단독다가구
17208,제주특별자치도 제주시 애월읍 광령리,2***,8m미만,40,월세,202506,13,300,70,2003,광령평화2길,202506~202606,신규,-,,,단독다가구
17209,경기도 고양시 일산동구 식사동,1***,12m미만,58,전세,202506,13,"12,000",0,2015,위시티3로,202507~202708,신규,-,,,단독다가구
17210,경기도 부천시 오정구 삼정동,3**,8m미만,30,월세,202506,13,500,30,1989,중동로408번길,202506~202706,신규,-,,,단독다가구
17211,경상남도 창원시 성산구 신월동,5*,12m미만,48.05,월세,202506,13,"1,000",35,1991,신월로6번길,202506~202706,신규,-,,,단독다가구
17212,경기도 고양시 일산서구 대화동,2***,8m미만,26,월세,202506,13,"3,000",25,2001,호수로856번길,202508~202708,신규,-,,,단독다가구
17213,경상남도 창원시 의창구 서상동,6**,25m미만,30,월세,202506,13,500,40,2016,평산로159번길,202506~202606,신규,-,,,단독다가구
17214,제주특별자치도 제주시 한림읍 동명리,1***,12m미만,35,월세,202506,13,300,50,2016,명월성로,202507~202607,신규,-,,,단독다가구
17215,충청남도 당진시 송악읍 복운리,1***,8m미만,21.23,월세,202506,13,300,33,2017,구래3길,202506~202510,신규,-,,,단독다가구
17216,충청남도 당진시 면천면 원동리,2**,8m미만,79.56,월세,202506,13,"4,000",40,2017,동미로,202506~202606,신규,-,,,단독다가구
17217,경상남도 함안군 가야읍 도항리,3**,12m미만,30,월세,202506,13,"3,000",10,2012,성내남길,202506~202706,신규,-,,,단독다가구
17218,경상남도 양산시 상북면 대석리,6**,12m미만,56.88,월세,202506,13,"5,000",30,2002,공암길,202508~202708,신규,-,,,단독다가구
17219,부산광역시 기장군 기장읍 당사리,5**,25m미만,160.35,월세,202506,13,"2,000",60,2012,당사로1길,202506~202606,신규,-,,,단독다가구
17220,경기도 부천시 오정구 오정동,7**,12m미만,21,월세,202506,13,500,45,2012,산업로114번길,202506~202706,신규,-,,,단독다가구
17221,서울특별시 종로구 통인동,1**,8m미만,23,월세,202506,13,"1,000",60,1965,자하문로11길,202507~202707,신규,-,,,단독다가구
17222,경상남도 양산시 동면 금산리,1***,12m미만,80.94,전세,202506,13,"13,000",0,2014,금오4길,202507~202707,신규,-,,,단독다가구
17223,경상남도 양산시 동면 금산리,1***,12m미만,58,월세,202506,13,"1,000",50,2016,금오3길,202506~202706,신규,-,,,단독다가구
17224,경상남도 양산시 동면 금산리,1***,12m미만,50,월세,202506,13,"2,000",40,2015,금오5길,202506~202606,신규,-,,,단독다가구
17225,경기도 용인시 수지구 신봉동,2**,8m미만,26,월세,202506,13,"5,000",18,2015,신봉2로114번길,-,-,-,,,단독다가구
17226,경상남도 양산시 물금읍 범어리,6**,12m미만,36,월세,202506,13,300,30,2013,초장길,202506~202606,신규,-,,,단독다가구
17227,경상남도 양산시 물금읍 범어리,6**,8m미만,70,월세,202506,13,500,60,2016,초장길,202506~202606,신규,-,,,단독다가구
17228,부산광역시 기장군 일광읍 삼성리,7**,12m미만,33,월세,202506,13,100,35,1995,일역길,202506~202706,신규,-,,,단독다가구
17229,경상남도 거제시 일운면 옥림리,4**,8m미만,247.55,월세,202506,13,500,45,2016,거제대로,202507~202606,신규,-,,,단독다가구
17230,경기도 안산시 상록구 본오동,7**,25m미만,77.43,전세,202506,13,"16,500",0,2000,반석로,202507~202707,신규,-,,,단독다가구
17231,대구광역시 달성군 현풍읍 중리,4**,12m미만,56,월세,202506,13,500,50,2016,테크노중앙대로5길,202506~202606,신규,-,,,단독다가구
17232,충청북도 청주시 서원구 사창동,1**,8m미만,30,월세,202506,13,100,35,2002,1순환로633번길,202506~202606,갱신,-,50,35,단독다가구
17233,경기도 용인시 수지구 죽전동,5**,12m미만,23.1,월세,202506,13,"1,000",50,2002,용구대로2772번길,202508~202608,신규,-,,,단독다가구
17234,경기도 용인시 수지구 죽전동,1***,12m미만,80,월세,202506,13,"1,000",120,2011,죽전로238번길,202506~202606,신규,-,,,단독다가구
17235,경기도 용인시 수지구 죽전동,1***,12m미만,25,월세,202506,13,"5,000",45,2011,현암로89번길,202506~202706,신규,-,,,단독다가구
17236,경기도 용인시 수지구 죽전동,8**,8m미만,46,전세,202506,13,"14,500",0,2002,용구대로2790번길,202507~202707,신규,-,,,단독다가구
17237,경상북도 울진군 북면 부구리,8**,8m미만,74.16,월세,202506,13,"4,000",30,2015,상흥부1길,202506~202706,신규,-,,,단독다가구
17238,경상북도 칠곡군 석적읍 중리,2**,12m미만,65,월세,202506,13,"1,000",45,2014,장곡길,202506~202606,신규,-,,,단독다가구
17239,경상북도 칠곡군 석적읍 중리,2**,12m미만,40,월세,202506,13,100,23,2011,남중리2길,202506~202606,신규,-,,,단독다가구
17240,인천광역시 강화군 길상면 선두리,9**,8m미만,156.37,월세,202506,13,"3,000",200,2019,해안남로,202506~202906,신규,-,,,단독다가구
17241,인천광역시 강화군 하점면 삼거리,5**,12m미만,66.2,전세,202506,13,"2,500",0,1925,고려산로,202506~202706,신규,-,,,단독다가구
17242,경상북도 의성군 안계면 토매리,1**,8m미만,81.82,월세,202506,13,300,20,2002,토매2길,202506~202706,신규,-,,,단독다가구
17243,충청북도 청주시 서원구 모충동,1**,8m미만,109.78,전세,202506,13,"13,000",0,2019,구룡산로337번길,202508~202708,신규,-,,,단독다가구
17244,충청북도 청주시 서원구 모충동,1**,12m미만,50,월세,202506,13,500,45,1996,구룡산로375번길,202506~202606,신규,-,,,단독다가구
17245,경기도 용인시 수지구 풍덕천동,1***,12m미만,28,월세,202506,13,500,45,2011,풍덕천로30번길,202506~202606,신규,-,,,단독다가구
17246,경기도 용인시 수지구 풍덕천동,7**,12m미만,25,월세,202506,13,500,60,1997,풍덕천로140번길,202506~202606,신규,-,,,단독다가구
17247,경상북도 경산시 하양읍 부호리,1**,8m미만,28.56,월세,202506,13,30,39,2021,대경로105길,202506~202512,신규,-,,,단독다가구
17248,충청북도 청주시 서원구 산남동,7**,12m미만,42,월세,202506,13,300,40,2008,두꺼비로60번길,202506~202602,신규,-,,,단독다가구
17249,경상북도 경산시 하양읍 부호리,2**,25m이상,28.9,월세,202506,13,30,39,2016,대경로105길,202506~202606,신규,-,,,단독다가구
17250,충청북도 청주시 흥덕구 봉명동,9**,12m미만,30,월세,202506,13,200,40,2007,1순환로591번길,202506~202606,신규,-,,,단독다가구
17251,충청북도 청주시 흥덕구 봉명동,8**,8m미만,20,월세,202506,13,500,60,2023,봉명로177번길,202506~202606,신규,-,,,단독다가구
17252,충청북도 청주시 흥덕구 봉명동,2**,25m미만,40,월세,202506,13,500,55,2006,봉명로,202506~202606,신규,-,,,단독다가구
17253,울산광역시 울주군 온산읍 덕신리,1***,8m미만,49.58,월세,202506,13,300,60,2012,영남4길,202507~202606,갱신,-,300,60,단독다가구
17254,울산광역시 울주군 온산읍 덕신리,1***,25m미만,49.5,월세,202506,13,300,50,2010,명봉거남로,202507~202606,갱신,-,300,50,단독다가구
17255,경상북도 경산시 하양읍 금락리,2**,25m이상,24,월세,202506,13,30,35,2017,대경로,202506~202606,신규,-,,,단독다가구
17256,울산광역시 울주군 온산읍 덕신리,3**,8m미만,27,월세,202506,13,100,40,2011,원신온2길,202506~202606,신규,-,,,단독다가구
17257,충청북도 청주시 흥덕구 봉명동,2**,12m미만,23.14,월세,202506,13,"2,000",35,2025,월명로32번길,202506~202706,신규,-,,,단독다가구
17258,경기도 안산시 상록구 일동,6**,25m미만,45,월세,202506,13,500,50,1995,석삼말로,202507~202706,신규,-,,,단독다가구
17259,충청북도 청주시 서원구 수곡동,8*,12m미만,39.66,월세,202506,13,500,46,2017,구룡산로389번길,202506~202606,신규,-,,,단독다가구
17260,충청북도 청주시 서원구 수곡동,6**,12m미만,110.94,전세,202506,13,"9,000",0,1996,수곡로114번길,202506~202706,신규,-,,,단독다가구
17261,울산광역시 울주군 삼남읍 교동리,1***,12m미만,25,월세,202506,13,300,30,2011,동향교1길,-,-,-,,,단독다가구
17262,전라남도 영광군 영광읍 남천리,3**,8m미만,33.06,월세,202506,13,0,25,,천년로13길,202506~202606,신규,-,,,단독다가구
17263,전라남도 무안군 삼향읍 남악리,1***,25m미만,24,월세,202506,13,300,35,2022,남악4로60번가길,202506~202606,신규,-,,,단독다가구
17264,경기도 평택시 팽성읍 객사리,2**,12m미만,115.07,월세,202506,13,500,80,2005,부용로31번길,202506~202706,신규,-,,,단독다가구
17265,충청북도 청주시 서원구 개신동,2**,12m미만,20,전세,202506,13,"6,000",0,2022,성봉로,-,-,-,,,단독다가구
17266,충청북도 청주시 서원구 개신동,2**,8m미만,150,월세,202506,13,"1,000",150,2005,성봉로242번길,202506~202512,신규,-,,,단독다가구
17267,충청북도 청주시 흥덕구 봉명동,8**,12m미만,30.29,전세,202506,13,"15,000",0,2023,봉명로191번길,202507~202706,신규,-,,,단독다가구
17268,충청북도 청주시 흥덕구 봉명동,2***,12m미만,30,월세,202506,13,100,35,2007,덕암로71번길,202506~202606,신규,-,,,단독다가구
17269,충청북도 청주시 서원구 죽림동,3**,12m미만,25,월세,202506,13,200,28,2010,용호로8번길,202506~202604,신규,-,,,단독다가구
17270,경기도 평택시 팽성읍 안정리,1**,8m미만,24,월세,202506,13,500,33,2017,안정로14번길,202506~202606,신규,-,,,단독다가구
17271,경기도 안산시 상록구 부곡동,5**,12m미만,42,전세,202506,13,"5,000",0,1993,정재로7길,202507~202707,신규,-,,,단독다가구
17272,경기도 안양시 동안구 관양동,1***,12m미만,70.86,전세,202506,13,"27,500",0,2015,동편로148번길,202506~202606,갱신,-,"27,500",0,단독다가구
17273,경기도 안양시 동안구 관양동,1***,12m미만,66.14,월세,202506,13,"10,000",40,2012,동편로183번길,202507~202707,신규,-,,,단독다가구
17274,경기도 안양시 동안구 관양동,1***,8m미만,19.26,월세,202506,13,300,45,1991,인덕원로16번길,202506~202706,신규,-,,,단독다가구
17275,전라남도 순천시 해룡면 신대리,2***,12m미만,125.34,월세,202506,13,"3,000",95,2021,송산2길,202506~202706,신규,-,,,단독다가구
17276,경상남도 창원시 성산구 성주동,1**,25m미만,28,월세,202506,13,0,70,2015,삼정자로52번길,202506~202508,신규,-,,,단독다가구
17277,경상남도 창원시 성산구 성주동,1**,25m미만,28,월세,202506,13,300,35,,삼정자로52번길,202506~202612,신규,-,,,단독다가구
17278,충청남도 서산시 해미면 읍내리,1**,25m미만,29.15,월세,202506,13,300,35,2012,읍성마을3길,202507~202607,갱신,-,300,35,단독다가구
17279,충청남도 서산시 대산읍 대산리,1**,25m미만,26.24,월세,202506,13,200,50,2024,탑골1길,202506~202509,신규,-,,,단독다가구
17280,경기도 평택시 안중읍 대반리,4**,12m미만,20,월세,202506,13,200,35,2011,현덕로,202506~202606,신규,-,,,단독다가구
17281,경기도 평택시 안중읍 현화리,8**,12m미만,27,월세,202506,13,200,33,2004,안중로8번길,202506~202512,신규,-,,,단독다가구
17282,경기도 평택시 포승읍 도곡리,1***,25m미만,50,월세,202506,13,300,50,2011,여술로,202506~202606,신규,-,,,단독다가구
17283,경기도 평택시 포승읍 원정리,4**,12m미만,45,월세,202506,13,200,45,2010,원원정길,202506~202606,신규,-,,,단독다가구
17284,경상남도 창원시 성산구 성주동,1**,25m미만,28,월세,202506,13,0,70,2015,삼정자로52번길,202506~202612,신규,-,,,단독다가구
17285,경기도 평택시 포승읍 원정리,2**,8m미만,29,월세,202506,13,300,32,2009,포승원정5길,202506~202606,신규,-,,,단독다가구
17286,세종특별자치시  연서면 봉암리,1**,8m미만,20,월세,202506,13,200,34,2013,당산로,202506~202512,신규,-,,,단독다가구
17287,충청남도 아산시 둔포면 신양리,2**,8m미만,26,월세,202506,13,200,31,2019,관용로,202506~202606,신규,-,,,단독다가구
17288,경기도 안양시 동안구 호계동,9**,12m미만,78.64,월세,202506,13,"2,000",85,1984,경수대로707번길,202507~202707,신규,-,,,단독다가구
17289,경기도 평택시 진위면 은산리,5**,8m미만,159.56,전세,202506,13,"15,000",0,2023,어진로,202507~202706,신규,-,,,단독다가구
17290,경기도 안산시 상록구 본오동,9**,8m미만,45,월세,202506,13,300,37,1995,샘골로6길,202506~202706,신규,-,,,단독다가구
17291,경기도 안양시 만안구 안양동,5**,25m미만,35,월세,202506,13,500,45,1993,수리산로12번길,202506~202706,신규,-,,,단독다가구
17292,충청남도 아산시 탕정면 명암리,9**,12m미만,20,월세,202506,13,0,40,2012,탕정면로8번길,202506~202606,신규,-,,,단독다가구
17293,경기도 안양시 만안구 안양동,3**,8m미만,47,월세,202506,13,500,40,1997,명학로13번길,202506~202706,신규,-,,,단독다가구
17294,경기도 안양시 만안구 안양동,3**,25m이상,92.68,월세,202506,13,"2,000",80,1984,안양로,202507~202707,신규,-,,,단독다가구
17295,경기도 안양시 만안구 안양동,8**,12m미만,63,월세,202506,13,"5,500",50,1985,안양로417번길,202506~202706,신규,-,,,단독다가구
17296,세종특별자치시  금남면 용포리,2**,12m미만,33,월세,202506,13,200,48,2003,용포로,202506~202606,신규,-,,,단독다가구
17297,경기도 성남시 중원구 성남동,3***,8m미만,36.36,전세,202506,13,"5,000",0,1991,둔촌대로151번길,202506~202706,신규,-,,,단독다가구
17298,충청남도 아산시 배방읍 북수리,1***,12m미만,20,월세,202506,13,"1,000",42,2021,월천8길,-,-,-,,,단독다가구
17299,충청남도 아산시 배방읍 북수리,1***,12m미만,20.67,월세,202506,13,"1,000",36,,월천8길,202506~202606,신규,-,,,단독다가구
17300,충청남도 아산시 배방읍 북수리,1***,12m미만,33,월세,202506,13,200,41,2006,배방로173번길,202506~202509,신규,-,,,단독다가구
17301,충청남도 아산시 배방읍 북수리,1***,12m미만,24,월세,202506,13,100,27,2006,배방로187번길,202506~202606,신규,-,,,단독다가구
17302,충청남도 아산시 배방읍 북수리,1***,12m미만,33,월세,202506,13,200,41,2010,북수서로,202506~202508,신규,-,,,단독다가구
17303,충청남도 아산시 배방읍 북수리,1***,12m미만,24,월세,202506,13,200,27,2009,배방로229번길,202506~202606,신규,-,,,단독다가구
17304,세종특별자치시  부강면 부강리,9**,8m미만,20,월세,202506,13,200,43,2017,퇴미로,202506~202512,신규,-,,,단독다가구
17305,경기도 성남시 중원구 금광동,2***,8m미만,37.64,전세,202506,13,"9,000",0,2001,금빛로42번길,202507~202707,신규,-,,,단독다가구
